1	1	100.0	2.0	12.0
1	2	178.0	86.0	0.0
1	3	199.0	45.0	77.0
1	4	228.0	2.0	43.0
2	1	123.0	105.0	23.0
2	2	241.0	178.0	144.0
3	1	45.0	174.0	54.0
3	2	58.0	242.0	30.0
4	1	14.0	100.0	131.0
4	2	215.0	206.0	209.0
4	3	172.0	227.0	179.0
4	4	173.0	216.0	255.0
4	5	0.0	246.0	186.0
5	1	0.0	74.0	166.0
5	2	127.0	0.0	169.0
5	3	29.0	11.0	252.0
6	1	160.0	0.0	108.0
6	2	216.0	115.0	208.0
6	3	255.0	142.0	170.0
6	4	208.0	60.0	255.0
