44.8949581272	15.5128678206	44.4012127098

77.5496326169	44.5790231805	31.8421611629


35.0523504537	74.5338249231	-29.0942726241

19.2189298346	59.9606699153	10.9978990899


35.0523504537	74.5338249231	-29.0942726241

71.8038705211	74.0786459742	-2.29911103787


35.0523504537	74.5338249231	-29.0942726241

62.8118273246	50.1447315118	-55.6168826488


62.4809096913	-52.8279543224	65.9812845236

86.6299954719	-72.8780043338	32.7468371756


62.4809096913	-52.8279543224	65.9812845236

84.0718335587	-74.0320398578	99.9425560259


85.4364147343	-27.445433125	30.8606285009

83.5338230659	5.04309353408	-0.918683890369


85.4364147343	-27.445433125	30.8606285009

86.6299954719	-72.8780043338	32.7468371756


32.6435224651	28.2391293987	-81.6831594214

55.9660897508	47.7973063775	-115.483817661


32.6435224651	28.2391293987	-81.6831594214

62.8118273246	50.1447315118	-55.6168826488


32.6435224651	28.2391293987	-81.6831594214

33.2555132086	-16.9058455839	-76.156575547


19.2189298346	59.9606699153	10.9978990899

47.0806590256	76.5996036574	42.8775195541


77.5496326169	44.5790231805	31.8421611629

47.0806590256	76.5996036574	42.8775195541


77.5496326169	44.5790231805	31.8421611629

71.8038705211	74.0786459742	-2.29911103787


83.5338230659	5.04309353408	-0.918683890369

84.5416458343	-22.6054588758	-37.0232624756


47.0806590256	76.5996036574	42.8775195541

44.9901887071	108.50940626	10.5295027194


44.9901887071	108.50940626	10.5295027194

47.8257235325	151.039365633	26.4053876302


44.9901887071	108.50940626	10.5295027194

71.8038705211	74.0786459742	-2.29911103787


84.5416458343	-22.6054588758	-37.0232624756

39.46807641	-26.2717623231	-32.0523586379


39.46807641	-26.2717623231	-32.0523586379

33.2555132086	-16.9058455839	-76.156575547


